DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
2020-07-02,166433,162837,16512,4252,70940,30417,33865,6007,798
2020-07-03,165040,156917,16547,3832,67894,30610,31954,5135,927
2020-07-04,149903,142038,16623,7757,54640,30046,27312,4732,891
2020-07-05,136816,129380,16630,19838,48262,13271,25011,5485,847
2020-07-06,165646,155685,16388,13742,65011,23700,29967,5889,959
2020-07-07,164584,157128,16445,20083,55590,28881,31347,3851,894
2020-07-08,156281,162348,16600,31444,52429,26785,28559,5534,967
2020-07-09,159675,148959,16403,4480,60214,29385,31441,6071,937
2020-07-10,160281,154975,16449,6028,60879,29869,34070,6694,973
2020-07-11,147104,143072,16589,8115,52161,27550,31237,6492,890
2020-07-12,134069,125881,16607,10377,41819,20178,31510,4552,811
2020-07-13,150418,174082,16530,52590,48914,23088,27583,4448,903
2020-07-14,153225,143442,16620,17431,46310,26604,29467,6139,848
2020-07-15,156322,140102,16603,6826,52593,28854,28477,5798,931
2020-07-16,158169,142326,16533,8239,53215,29360,28813,5231,908
2020-07-17,157566,136434,16429,3434,50104,30205,29968,5368,905
2020-07-18,145765,131376,16412,8774,44282,29264,28299,3543,799
2020-07-19,133055,111259,16590,16064,35277,12918,26192,3338,842
2020-07-20,148734,128927,16588,12962,48695,19571,25237,4951,885
2020-07-21,158111,144262,16317,9333,56435,27399,28206,5671,885
2020-07-22,159788,150743,16391,9554,64825,26113,27767,5384,676
2020-07-23,159481,146512,16484,8936,63212,26907,24720,5400,830
2020-07-24,158497,148107,16442,6217,64063,29073,26518,4904,860
2020-07-25,145045,141960,16571,15597,52477,26907,25771,3808,813
2020-07-26,131648,130017,16576,5540,46928,27377,28154,4664,748
2020-07-27,153928,141570,16438,11001,54333,27394,26574,4937,866
2020-07-28,161008,152623,16422,10174,60700,28634,29860,5944,864
2020-07-29,165709,160375,16498,5942,65291,29799,36122,5795,896
2020-07-30,170956,164112,16289,6840,66059,30478,37640,5885,890
2020-07-31,169090,163213,16344,11935,62867,29115,36214,5792,924
2020-08-01,148515,150643,16442,10659,55533,28013,33648,5566,744
2020-08-02,133358,142573,16454,11216,50098,26728,31012,6291,752
2020-08-03,155816,149074,16198,9982,54409,28231,33264,6117,848
2020-08-04,160433,147158,16204,9540,51496,29269,33687,6103,870
2020-08-05,160431,150340,16697,11775,54192,28000,33183,5553,906
2020-08-06,158625,168643,22832,28924,50757,27996,31489,5756,877
2020-08-07,164016,183159,32522,33840,49499,28805,32361,5220,889
2020-08-08,153240,178091,32770,34074,44452,29652,31176,5040,884
2020-08-09,140948,155760,32796,32162,39317,14909,29761,5955,834
2020-08-10,159076,144176,32751,7734,48738,15143,34251,4659,860
2020-08-11,160579,146788,32928,5006,47377,24254,31110,5155,938
2020-08-12,161350,152723,32705,7335,47720,29478,29581,4905,966
2020-08-13,161057,162976,32775,14000,47068,29417,32702,6041,949
2020-08-14,161598,165253,32789,16131,46355,30266,33244,5502,933
2020-08-15,139790,154523,33172,22476,38295,27129,29859,2631,919
2020-08-16,132485,140324,33215,10455,36278,27002,29407,3004,937
2020-08-17,155996,148571,32412,4615,42302,29066,30473,8636,1032
2020-08-18,170806,157368,32631,10400,45470,27362,30989,9463,1013
2020-08-19,158104,144772,32916,8837,42329,28005,28512,3138,994
2020-08-20,158172,139695,32755,10548,39474,23235,27659,4976,1049
2020-08-21,157605,153005,32866,23246,38223,23926,28167,5591,968
2020-08-22,150235,144371,33233,12804,37846,25404,28250,5906,897
2020-08-23,151379,137007,33188,8115,40259,20264,28583,5691,886
2020-08-24,162862,145352,32756,9189,43444,24912,29250,4854,920
2020-08-25,177683,156695,32996,13292,51133,26371,28031,3839,1019
2020-08-26,169921,151505,33013,11881,47906,25471,26907,5310,1001
2020-08-27,158837,148316,32940,12625,43686,26573,26927,4605,930
2020-08-28,161628,149687,33062,13843,42799,25470,27330,6193,950
2020-08-29,144312,140103,23202,19279,34091,26995,30275,5538,709
2020-08-30,137324,124058,16625,16462,30818,26206,27572,5636,729
2020-08-31,163764,143907,22844,4625,47904,30225,31668,5651,969
2020-09-01,164632,147541,32696,4527,43906,29496,30853,5095,948
2020-09-02,161758,140240,32850,2633,41243,28026,29867,4865,733
2020-09-03,161995,138273,32608,5232,38174,29062,29479,2734,948
2020-09-04,157569,165559,32942,41512,34592,25609,27136,2902,854
2020-09-05,144291,163268,33325,52969,25608,18050,26433,5955,908
2020-09-06,131897,130750,33331,19720,23908,22119,24928,5836,875
2020-09-07,157770,142423,32812,4536,39488,30073,28909,5607,960
2020-09-08,156106,149936,33227,17307,36206,28269,28718,5231,956
2020-09-09,159652,141381,33187,2765,40406,29292,29121,5595,988
2020-09-10,162407,144448,32931,5373,39738,29512,30263,5541,1070
2020-09-11,161625,146780,33003,18413,31270,27908,29690,5362,1108
2020-09-12,149482,149347,33353,23495,33297,26709,27249,4472,759
2020-09-13,135814,128920,33344,11384,30885,21384,26216,4919,752
2020-09-14,155313,148576,33004,15809,37798,27038,28704,5345,862
2020-09-15,163232,158316,33202,20030,39201,28049,31365,5579,860
2020-09-16,161638,142591,33038,8912,34820,27371,32211,5292,923
2020-09-17,162386,143419,32941,2735,40594,27591,33531,5074,929
2020-09-18,157400,163790,32930,34657,36595,23785,30197,4657,944
2020-09-19,144003,137630,33394,12685,33014,25593,26900,5081,941
2020-09-20,131089,121763,33469,6218,27867,22312,25726,5347,798
2020-09-21,153562,145778,33094,7677,37967,30321,30255,5438,998
2020-09-22,157857,145807,33390,7093,39370,27421,32053,5293,1192
2020-09-23,158921,145424,33203,10432,36604,28121,31201,4569,1273
2020-09-24,160908,145387,33134,16276,29688,28829,32258,3979,1193
2020-09-25,159901,150252,32910,18592,30997,29107,32779,4604,1235
2020-09-26,150260,177618,33366,52373,30783,29252,29025,1546,1261
2020-09-27,131240,141709,33357,32589,23697,18515,27460,4983,1088
2020-09-28,155564,159081,32806,32709,34321,26133,29333,2469,1282
2020-09-29,160731,159918,32433,24550,34193,30548,34509,2355,1302
2020-09-30,160533,155997,32782,23326,32261,30281,33222,2802,1295
2020-10-01,159346,148319,33294,21070,30960,28811,31336,1559,1264
2020-10-02,158645,143626,33521,9999,34413,28856,31034,4406,1377
2020-10-03,146932,138633,33917,29018,28222,12743,28834,4497,1389
2020-10-04,133603,139691,33943,50509,18912,11094,20849,2955,1410
2020-10-05,156362,171060,33393,51675,35293,21746,23986,3365,1576
2020-10-06,160553,156546,33750,26927,41770,25486,25040,1953,1586
2020-10-07,157454,137666,33795,8988,38969,26571,23648,3998,1667
2020-10-08,163004,148637,33696,16743,42651,28975,23627,1212,1699
2020-10-09,159975,143776,33698,15388,42163,25962,23145,1617,1782
2020-10-10,148185,132332,33829,9534,38583,21123,25042,2489,1704
2020-10-11,134629,111112,33875,4478,35847,6818,24999,3866,1205
2020-10-12,156842,140988,33461,22428,44655,7468,27630,3920,1407
2020-10-13,164706,160548,33683,46978,38971,9517,28920,1025,1427
2020-10-14,157652,134504,33813,17344,40372,9558,27963,3990,1438
2020-10-15,162159,135531,33542,11905,47447,8195,29963,2967,1484
2020-10-16,161496,138365,33726,14614,48054,10273,27798,2322,1550
2020-10-17,150923,135220,34022,21464,41293,9796,23892,3005,1725
2020-10-18,137638,128554,34037,22350,35186,9451,22682,3147,1675
2020-10-19,159967,135572,33507,4585,55034,11103,25720,3817,1775
2020-10-20,165300,134089,34005,1833,52399,13356,26267,4405,1796
2020-10-21,166251,141267,33971,14375,47614,13918,25236,4447,1679
2020-10-22,167319,147246,33576,16389,51811,14068,24893,4713,1758
2020-10-23,167407,145698,34044,10019,51793,15148,28056,4743,1867
2020-10-24,157113,141769,33948,7185,49277,16530,31108,1832,1857
2020-10-25,154584,153964,36945,29143,41484,16311,27332,943,1772
2020-10-26,160505,134148,33622,6868,47418,15235,27253,1862,1862
2020-10-27,166513,145210,34008,1469,47637,28007,29553,2652,1861
2020-10-28,173227,155099,33766,3060,51193,31097,32296,1748,1913
2020-10-29,182610,164057,33627,5700,57440,32629,30637,2137,1872
2020-10-30,169535,154634,33915,16075,40967,31063,29038,1636,1909
2020-10-31,160329,155754,34132,22070,39481,31647,25304,1192,1906
2020-11-01,146112,149840,34135,41769,27915,16395,24211,3740,1652
2020-11-02,170434,149084,33476,2437,51939,28044,28287,3219,1664
2020-11-03,174819,153524,33769,5039,50920,34465,26895,901,1512
2020-11-04,172365,163752,34020,30977,43337,30190,21700,2024,1475
2020-11-05,174570,162692,33930,24348,43056,32095,25454,2235,1519
2020-11-06,174047,161729,33887,22022,45247,34120,22671,2162,1598
2020-11-07,161101,148930,34140,11606,40215,33856,24666,2801,1635
2020-11-08,146638,130241,34128,3812,36925,25407,25159,3227,1544
2020-11-09,173699,150840,33652,3311,49331,33843,27578,1580,1517
2020-11-10,178988,164117,34043,13919,49189,36240,28364,695,1645
2020-11-11,178880,158724,33941,7823,47980,37303,29343,620,1698
2020-11-12,179369,156185,33591,11481,44381,35793,28151,1139,1620
2020-11-13,178356,155082,33758,3965,47746,37866,29520,619,1592
2020-11-14,166794,150980,34147,1910,44414,38045,29971,906,1579
2020-11-15,152011,135125,34120,93,33786,32653,30724,2251,1473
2020-11-16,178774,158838,33897,2825,44069,40052,34574,1818,1582
2020-11-17,182485,156421,33635,2909,44485,40420,32471,904,1575
2020-11-18,181273,171950,33865,22149,45430,39174,29027,661,1613
2020-11-19,182865,160738,33682,13750,41468,38179,30748,1296,1588
2020-11-20,182632,161376,33853,5188,46627,40368,32834,880,1604
2020-11-21,168274,170096,34127,35320,31825,37066,29375,775,1580
2020-11-22,156882,157231,34147,16328,34260,38875,29356,2703,1543
2020-11-23,182188,172874,33790,17436,46914,39615,31167,2327,1597
2020-11-24,183343,175875,33844,26321,43562,39182,29025,2282,1636
2020-11-25,185656,167890,34217,11883,44374,41084,31861,2847,1597
2020-11-26,187751,166608,33637,4269,49110,42198,33606,2156,1602
2020-11-27,189140,169718,33876,5029,48176,43291,35812,1891,1622
2020-11-28,178087,160957,34061,1017,43381,42122,37257,1438,1651
2020-11-29,161856,147622,34076,1381,38386,36331,35219,451,1767
2020-11-30,169937,187495,34132,40269,38046,40127,32599,686,1623
2020-12-01,176218,201072,34058,52407,38362,39948,33129,1621,1517
2020-12-02,191790,184763,33534,33420,39331,40775,34504,1444,1728
2020-12-03,194580,172342,33824,7708,48568,41602,37208,1512,1892
2020-12-04,194633,185324,33907,25836,45326,38338,37072,2861,1977
2020-12-05,175099,175762,34235,36802,30570,36492,34527,1269,1844
2020-12-06,161033,163407,34224,27439,28784,36399,33482,1144,1907
2020-12-07,189255,188182,33589,40884,42958,38742,29175,907,1901
2020-12-08,195994,199513,34123,45902,44505,40992,31666,399,1914
2020-12-09,194688,173949,34037,23521,41790,41472,30596,922,1573
2020-12-10,194845,203513,33709,51709,45979,40178,29691,538,1688
2020-12-11,191802,174812,33888,21740,47830,40352,28712,456,1810
2020-12-12,176113,165851,34215,23404,41567,34166,30235,358,1872
2020-12-13,162185,152801,34244,6543,38011,39494,32306,327,1849
2020-12-14,187748,185230,33765,39857,45308,36384,27489,493,1909
2020-12-15,192012,183112,34041,26876,48150,40143,31574,782,1530
2020-12-16,191715,168935,33980,2523,51521,42361,36536,455,1542
2020-12-17,192727,174338,33678,1268,58165,42311,36748,296,1847
2020-12-18,191571,171743,33736,2340,53653,43312,36486,306,1886
2020-12-19,178467,156170,34184,3029,38457,42463,35902,227,1880
2020-12-20,164072,154196,34205,6804,41109,41580,28380,285,1806
2020-12-21,186980,169288,33780,6256,52811,43982,30089,513,1835
2020-12-22,188459,165715,33711,8634,44025,42683,34309,559,1764
2020-12-23,184122,166036,33703,7025,43739,43010,35577,1200,1739
2020-12-24,166765,152317,33638,7727,36283,37481,34140,1247,1773
2020-12-25,140824,145456,34158,19338,30651,28258,30770,510,1753
2020-12-26,144533,139379,34125,24198,22791,26855,29343,257,1780
2020-12-27,150373,153019,34151,42055,29015,20644,25088,254,1796
2020-12-28,164960,186411,33772,50354,39010,31391,28765,1298,1804
2020-12-29,163034,179539,33841,41571,38340,35345,26625,2027,1774
2020-12-30,162278,184049,33711,40860,47010,32307,26866,1507,1764
2020-12-31,157879,180467,33949,34502,51214,27832,29778,1386,1768
2021-01-01,135459,158600,34126,34263,37376,28402,20347,2452,1610
2021-01-02,142965,161096,34104,13161,55003,33634,20455,3088,1626
2021-01-03,146150,163251,34120,35227,47533,22695,21528,516,1640
2021-01-04,173138,174627,33613,29214,55322,31895,22457,512,1610
2021-01-05,180670,189980,33914,43123,52135,36425,21619,1093,1676
2021-01-06,175016,173735,33737,17688,60948,35946,21742,2079,1590
2021-01-07,177054,192122,33849,39049,62174,34115,20034,1126,1786
2021-01-08,184824,184308,33433,21390,68693,37585,21201,245,1741
2021-01-09,173592,170268,34122,13013,63044,37293,20268,734,1785
2021-01-10,162357,170688,34140,9045,64545,39803,21042,443,1657
2021-01-11,189678,203440,33408,43592,63127,37428,23885,259,1714
2021-01-12,192694,191388,33768,41292,59009,33210,22180,222,1682
2021-01-13,193046,175748,33788,16541,55460,38611,29049,595,1688
2021-01-14,194361,175775,33600,8818,57172,40179,32791,1390,1797
2021-01-15,195383,180508,33623,10014,59824,39902,33199,1932,1989
2021-01-16,185646,174191,34019,16043,51038,38715,31757,634,1957
2021-01-17,173212,170679,34103,14348,46306,39572,32926,1589,1804
2021-01-18,198590,180199,33537,8260,54876,41484,38238,1820,1954
2021-01-19,203895,180077,33913,7599,54401,40900,39977,1515,1747
2021-01-20,199637,182034,33661,18716,50873,37606,38200,1461,1485
2021-01-21,194315,171807,33883,14845,46391,35542,37291,2464,1358
2021-01-22,191801,170467,33807,21083,42668,36439,33177,1681,1581
2021-01-23,174974,164525,17710,31884,40742,36862,33834,1698,1766
2021-01-24,157673,167424,16778,42657,39500,33550,30679,2533,1695
2021-01-25,185694,194845,16633,60419,47706,34211,33165,982,1700
2021-01-26,192414,168680,16632,21714,53069,39339,35403,771,1730
2021-01-27,192955,211141,16702,60177,56458,39634,35425,1039,1662
2021-01-28,193454,197337,16556,40187,59686,41471,35702,2076,1635
2021-01-29,194785,184571,17027,30185,55056,42729,36409,1470,1663
2021-01-30,170327,157519,28902,15432,45356,36553,27482,2037,1729
2021-01-31,162252,174381,33032,22467,47983,39127,28616,1332,1779
2021-02-01,191011,193020,33710,17259,64416,41849,33252,652,1859
2021-02-02,188907,173107,33525,1551,58605,40958,35650,1026,1781
2021-02-03,191384,186696,33352,11346,60117,43161,35978,1066,1646
2021-02-04,187229,203581,33204,36746,56714,38606,33777,2750,1746
2021-02-05,184903,182212,33231,16798,57631,35807,34203,2716,1797
2021-02-06,173340,154874,33684,5851,54476,30550,27580,919,1785
2021-02-07,161900,161069,33716,22491,50894,23608,27864,660,1797
2021-02-08,186275,185983,33238,21820,60795,34378,33431,498,1788
2021-02-09,185210,203083,33237,36155,58165,38075,32764,2946,1734
2021-02-10,183335,194276,33194,27984,62230,35561,31045,2395,1816
2021-02-11,187365,192272,33239,18419,68241,36644,33014,905,1790
2021-02-12,197439,213622,33223,31167,69880,38705,36460,2388,1795
2021-02-13,184861,201294,33594,36382,65442,29481,31216,3398,1767
2021-02-14,171088,170074,33635,13059,61033,22780,35299,2460,1758
2021-02-15,192865,196609,33137,24069,63977,34501,35337,3738,1814
2021-02-16,198149,206502,33106,27173,66179,39788,35192,3222,1809
2021-02-17,197161,191055,33095,9135,66849,40720,36506,2899,1826
2021-02-18,197222,199076,33475,17780,64484,41956,37272,2205,1866
2021-02-19,209479,203048,33573,13517,71230,43715,37019,2198,1762
2021-02-20,181712,181070,33615,20957,53313,38085,31902,1342,1818
2021-02-21,164604,148076,33635,9006,49855,22269,28895,2612,1774
2021-02-22,189083,168015,33209,5578,58142,33065,33588,2630,1773
2021-02-23,189124,169682,33245,1551,54152,39333,35590,4031,1751
2021-02-24,187500,162224,33117,1971,50500,37628,33920,3251,1802
2021-02-25,181375,159443,32869,1641,51892,34135,32537,4607,1742
2021-02-26,176775,165741,33272,6962,51952,32555,34384,4783,1820
2021-02-27,165208,164487,33601,31790,46003,20866,26431,3972,1828
2021-02-28,152419,158750,33577,29161,42636,20848,26486,4279,1764
2021-03-01,179036,162337,32994,16709,45494,31431,31850,2169,1675
2021-03-02,181190,177036,33462,15508,49665,38149,33493,5059,1676
2021-03-03,180111,182651,33540,19728,51542,35049,35473,5646,1625
2021-03-04,181222,184358,33240,20428,53335,37828,34786,3212,1496
2021-03-05,179735,187832,33324,19846,55477,38946,34345,4228,1633
2021-03-06,170000,171896,33642,36900,45510,22232,29977,1981,1617
2021-03-07,157145,151670,33630,15008,44220,20949,31196,5070,1564
2021-03-08,176855,168392,33304,8256,51067,34699,33980,5612,1455
2021-03-09,181970,178764,33473,21294,48397,35550,33779,4756,1486
2021-03-10,194415,206101,33410,47812,45537,39460,36687,1601,1564
2021-03-11,191775,181031,33122,24929,47496,39205,31520,3136,1601
2021-03-12,189236,175408,33401,30289,46785,29932,30209,2979,1783
2021-03-13,174041,145698,33702,3778,43227,30876,29455,2840,1798
2021-03-14,155095,142289,33758,15994,37466,21760,27285,4131,1858
2021-03-15,180926,177702,33173,32851,45196,34751,27883,1892,1931
2021-03-16,187665,169778,33437,19715,47927,37273,28799,651,1958
2021-03-17,187841,197400,33250,37640,54157,38455,30715,1266,1898
2021-03-18,186906,196335,33253,40578,54163,35993,28683,1742,1927
2021-03-19,185901,172918,33467,2936,61371,41178,28805,3244,1919
2021-03-20,170859,165051,33725,1023,57722,38401,27521,4700,1948
2021-03-21,158331,148945,33767,5489,54249,22764,27328,3628,1717
2021-03-22,185323,180957,33276,24684,58188,33815,27470,1734,1777
2021-03-23,187231,198591,33569,35975,59440,38076,26143,3417,1941
2021-03-24,189146,191035,33331,28399,56002,38886,28744,3732,1918
2021-03-25,184846,186411,33243,30373,53260,38137,25208,4267,1885
2021-03-26,179695,178137,33322,22241,52219,36953,25139,6250,1975
2021-03-27,163570,145829,33786,9436,42153,28189,24052,6242,1940
2021-03-28,148152,141005,32380,17856,37829,23942,23895,3283,1793
2021-03-29,172537,189485,33329,49769,44441,30871,23795,5307,1926
2021-03-30,175000,184477,33419,35938,48706,34500,24358,5548,1978
2021-03-31,172121,160290,33311,5724,52768,34880,26806,4868,1906
2021-04-01,168527,154787,32980,3510,53028,30327,26908,6123,1866
2021-04-02,167772,171537,33291,23779,50081,30645,28023,3810,1881
2021-04-03,159199,145704,33683,14941,51587,16222,25034,2305,1908
2021-04-04,147741,141874,33578,9952,52707,16314,24763,2675,1857
2021-04-05,166453,148556,33175,16192,51751,17047,24027,4421,1914
2021-04-06,173082,177662,33107,31757,60450,17759,27728,4902,1936
2021-04-07,180851,171539,33286,15315,65524,18158,34710,2628,1898
2021-04-08,180907,166851,33180,7188,65368,18005,36540,4621,1922
2021-04-09,176780,165496,33289,6586,64149,17652,35993,5832,1964
2021-04-10,160917,154994,33808,8805,54753,17371,31412,6919,1893
2021-04-11,145995,142470,34081,3380,54213,17246,25100,6534,1883
2021-04-12,164471,159352,33641,11886,59297,16426,29882,6327,1866
2021-04-13,169741,167773,33924,20947,57102,16797,33729,3379,1860
2021-04-14,179365,180866,34068,35161,56145,17539,34242,1904,1783
2021-04-15,179951,179418,33922,25158,59542,17792,37478,3634,1867
2021-04-16,175698,170257,33832,22569,57160,16129,34186,4452,1899
2021-04-17,163162,150336,34056,4747,53821,17046,34489,4311,1850
2021-04-18,151741,145498,33990,4158,53319,16728,34366,1287,1627
2021-04-19,173948,157729,33317,2989,57989,24786,34489,2661,1473
2021-04-20,176819,165824,33468,9399,55407,25607,36985,3403,1523
2021-04-21,173968,165619,33695,5847,54168,23539,41931,4900,1511
2021-04-22,171502,170490,33688,12408,53560,22874,40509,5894,1529
2021-04-23,168028,161399,33541,11490,51041,21996,37238,4402,1666
2021-04-24,157614,142962,33994,4768,42644,21168,32779,5888,1689
2021-04-25,140988,134098,34041,12828,36661,14430,28634,5818,1657
2021-04-26,165664,168756,33382,19038,50279,23459,34602,6269,1694
2021-04-27,173138,183165,33764,26565,51370,27778,38630,3280,1748
2021-04-28,175667,187863,33504,26076,53597,30363,40028,2607,1658
2021-04-29,168653,174567,33665,7953,57898,31025,38812,3486,1697
2021-04-30,148372,152185,34064,7626,56589,21529,25459,5191,1690
2021-05-01,143398,142095,34108,8787,53457,13679,26114,4422,1502
2021-05-02,117471,131835,34173,8659,46685,13480,22575,4905,1322
2021-05-03,119350,143981,34156,14229,51814,13899,22396,6110,1356
2021-05-04,143717,148336,34101,18635,53443,12842,21093,6707,1480
2021-05-05,159896,181150,33559,42484,65951,11812,21357,4492,1470
2021-05-06,159850,161018,33412,10622,63778,20783,24856,6067,1484
2021-05-07,158717,166179,33615,14602,68354,13977,29577,4411,1609
2021-05-08,149585,161052,34050,27089,60465,12104,20318,5244,1745
2021-05-09,133922,118969,23957,10053,46674,11443,18258,6860,1696
2021-05-10,153762,131832,16773,15568,58678,10222,21609,7077,1877
2021-05-11,158414,146390,17044,4075,67162,21969,27401,6845,1866
2021-05-12,159044,168663,16791,23902,67966,24550,27280,6259,1879
2021-05-13,162069,163857,16776,20817,64965,24951,30789,3637,1908
2021-05-14,159162,171119,16918,21083,73062,23759,29307,5097,1878
2021-05-15,147319,164011,17061,13461,72999,25743,27221,5744,1763
2021-05-16,135161,141581,17017,6707,74729,11533,26253,3654,1651
2021-05-17,155632,164127,16551,11182,81637,21837,26211,5092,1580
2021-05-18,161667,200760,16970,48219,77278,25010,27025,4589,1640
2021-05-19,160263,184317,16771,27532,78269,24243,29982,5766,1731
2021-05-20,166037,177256,16659,18901,81091,26702,30146,2026,1690
2021-05-21,156014,166303,16731,15732,81831,17984,26916,5370,1716
2021-05-22,147399,145144,17045,10035,78581,10760,21015,5970,1712
2021-05-23,132937,141080,17012,12326,74989,10378,18582,6019,1742
2021-05-24,153352,158630,16604,22282,78308,10432,23390,5802,1778
2021-05-25,157820,156462,16888,12605,75074,15742,29485,4878,1751
2021-05-26,157765,166276,16587,12906,75722,22539,31059,5606,1825
2021-05-27,159375,163842,16448,5935,78195,25603,30867,5004,1746
2021-05-28,158692,165018,16716,7568,82746,24658,28871,2737,1694
2021-05-29,145787,168658,16960,30172,82997,11435,20157,5234,1661
2021-05-30,131170,146887,16981,3110,89517,10745,20555,4306,1635
2021-05-31,150562,166233,16689,16769,87529,16061,24415,3098,1648
2021-06-01,151469,185191,17000,31474,89664,13059,29968,2471,1527
2021-06-02,158791,198610,16791,47287,85581,15832,27636,3916,1539
2021-06-03,160175,194598,16644,44366,81219,17766,28927,4115,1512
2021-06-04,156542,180096,16754,14769,83982,25938,32339,4783,1498
2021-06-05,145950,156415,17083,5124,78439,19407,29231,5654,1473
2021-06-06,131027,137632,17043,5318,71338,11189,26013,5264,1442
2021-06-07,152851,152261,16742,5837,73738,21386,27067,5939,1518
2021-06-08,157605,157730,17003,5980,73223,25707,28689,5585,1512
2021-06-09,159479,159003,16635,10239,70347,26543,27766,5905,1547
2021-06-10,155279,159289,16587,14711,66587,25809,28817,5179,1573
2021-06-11,157788,155176,16549,8363,67069,27239,29272,5123,1522
2021-06-12,147666,129523,16789,4847,61252,11617,28270,5160,1550
2021-06-13,134260,137298,16856,23709,54046,10261,27294,3618,1470
2021-06-14,153419,160221,18217,25246,62395,21347,27063,4483,1431
2021-06-15,158897,183799,27896,28231,67116,27210,27588,3937,1789
2021-06-16,162063,182624,33362,15106,68437,28248,31282,4379,1782
2021-06-17,161979,179627,33178,18256,65218,26209,29825,5154,1733
2021-06-18,163106,196371,33276,28961,71169,28678,29528,3260,1470
2021-06-19,147581,183643,33733,27404,69109,26375,21331,4145,1519
2021-06-20,130798,143885,33746,5886,65341,11509,21819,4122,1429
2021-06-21,136941,155033,33676,356,69563,21674,22936,5319,1470
2021-06-22,161311,169130,33079,1606,74199,28844,24171,5718,1486
2021-06-23,167545,173140,33044,1790,74818,28463,27512,5744,1749
2021-06-24,169229,174330,32830,4783,68281,28757,32195,5727,1739
2021-06-25,175625,179774,32761,8000,70486,28731,32513,5592,1656
2021-06-26,156822,166488,33251,13388,58478,26621,27714,5352,1650
2021-06-27,143030,158402,33173,14328,57566,21531,24568,5715,1491
2021-06-28,166683,164775,32661,3861,62208,29014,29822,5741,1437
2021-06-29,170281,164796,32765,3914,61789,28827,30249,5815,1406
2021-06-30,178115,179071,32582,20502,60699,28119,30125,5571,1435
2021-07-01,173950,184580,32264,23333,58095,28167,36197,5067,1432
2021-07-02,166172,161552,32466,9075,52683,27151,34009,4677,1481
2021-07-03,150218,150158,32814,6953,47330,27840,29602,4162,1428
2021-07-04,137222,153624,32902,15156,48558,21711,29173,4769,1326
2021-07-05,160428,178150,32354,28414,52505,26282,31720,5490,1361
2021-07-06,168978,191096,32808,32901,54789,27022,36544,5531,1479
2021-07-07,172486,176738,32720,17192,53552,29626,36357,5700,1566
2021-07-08,173690,170751,32593,10597,52392,29126,38706,5761,1565
2021-07-09,174147,168030,32431,6273,52624,29735,39609,5793,1548
2021-07-10,157348,142772,28812,5338,47095,26505,27647,5873,1497
2021-07-11,143103,136024,16232,6968,49865,28325,27444,5727,1456
2021-07-12,166854,143474,16335,4450,52842,29928,32740,5745,1416
2021-07-13,174886,159701,29779,2999,52431,31017,36202,5864,1379
2021-07-14,178586,166673,32388,7836,51927,30354,36990,5887,1264
2021-07-15,179322,157363,32004,5076,50363,30246,32443,5649,1549
2021-07-16,175790,155991,32166,7987,45745,30279,32891,5385,1505
2021-07-17,162049,149406,32695,17040,37904,28268,26486,5624,1341
2021-07-18,152092,130612,32724,7777,39975,15376,27642,5950,1129
2021-07-19,175615,151669,32132,3741,49164,28567,32250,4441,1329
2021-07-20,171603,152943,32609,5548,45582,30585,33441,3718,1422
2021-07-21,168795,179177,32242,30361,47822,28671,34131,4580,1328
2021-07-22,166604,190954,32433,43494,48916,25215,34511,5085,1260
2021-07-23,166023,169660,32391,12727,50441,29052,38269,5339,1403
2021-07-24,153640,150348,32890,2468,45325,29998,32810,5417,1399
2021-07-25,141144,135399,32910,3382,46570,13871,31828,5762,1049
2021-07-26,166949,152433,32370,1073,51521,26467,34430,5437,1100
2021-07-27,175688,159084,32729,5966,48440,30406,34691,5633,1184
2021-07-28,180456,163515,31952,10408,49038,29159,36309,5285,1328
2021-07-29,179993,154879,15952,5049,59953,29092,37953,5477,1360
2021-07-30,177298,148075,16443,8812,49125,27926,38814,5673,1260
2021-07-31,164893,148978,27587,12249,40160,26537,35992,5003,1412
2021-08-01,152677,130369,32705,6914,38259,11451,34015,5771,1236
2021-08-02,175043,158363,32085,14848,47990,22058,34634,5322,1391
2021-08-03,172095,157444,32331,13875,42791,28533,33145,5255,1482
2021-08-04,169779,153442,32322,13801,39107,28623,33001,5136,1419
2021-08-05,172986,162613,32107,21935,39069,28876,34528,4551,1514
2021-08-06,162607,150575,32291,16186,37205,27803,31405,4129,1515
2021-08-07,152176,147625,32781,32868,25505,25364,23570,6000,1496
2021-08-08,142576,124052,32879,2403,29753,24939,26500,6059,1481
2021-08-09,165123,136631,32238,1228,38283,26762,31041,5581,1476
2021-08-10,168126,151127,32452,12124,38361,29818,31582,5256,1508
2021-08-11,168505,158166,32312,12775,42593,30462,32724,5781,1489
2021-08-12,166025,155014,32026,12291,40322,30359,33096,5384,1513
2021-08-13,162457,149986,32388,11013,37540,30086,31748,5644,1550
2021-08-14,152091,138034,32838,4198,33292,30755,29682,5738,1498
2021-08-15,140709,127848,32814,4022,33211,20804,29794,5747,1435
2021-08-16,165786,146641,32270,11187,38391,25267,32120,5725,1652
2021-08-17,167603,154787,32595,17101,37300,28250,32973,4848,1695
2021-08-18,162334,146972,32485,8201,41610,27346,32496,3147,1662
