DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
2022-10-04,143802,130080,33068,8717,34042,27261,21677,3613,1670
2022-10-05,143499,126299,33058,5675,34884,25126,20976,4932,1615
2022-10-06,143576,131561,32890,3383,35068,28901,24721,4889,1671
2022-10-07,143126,138771,32680,6988,33524,28849,25430,9640,1650
2022-10-08,142493,138107,32843,7566,35284,26816,22667,11310,1603
2022-10-09,119927,129863,33366,15715,29201,25276,20484,4250,1538
2022-10-10,142277,141854,33086,16982,39982,24900,21259,4013,1610
2022-10-11,157902,138285,32949,3834,44646,30794,21738,2669,1629
2022-10-12,146661,133036,32977,1057,40424,30825,23635,2441,1651
2022-10-13,148789,138713,33012,5052,40478,30568,24866,3031,1658
2022-10-14,143937,155556,33136,25269,39905,26446,26113,3021,1650
2022-10-15,134433,145987,33318,20318,35041,29229,22515,3997,1532
2022-10-16,121245,119942,21187,8484,35507,26001,22400,4812,1525
2022-10-17,143687,145514,32639,6685,42387,31487,25775,4942,1558
2022-10-18,150120,144533,33366,4271,43002,31782,25637,4870,1579
2022-10-19,148886,150181,28319,14782,44358,30903,26219,3992,1573
2022-10-20,148539,172028,29828,34444,42058,32130,27252,4646,1636
2022-10-21,148615,153373,33069,12550,40354,32597,28367,4795,1622
2022-10-22,137806,162601,33287,37134,31851,30452,25875,2358,1619
2022-10-23,123700,132921,33285,18237,31000,20093,25403,3539,1364
2022-10-24,144068,141624,33094,4247,42544,30015,26758,3562,1397
2022-10-25,149659,151121,33250,12325,44264,30885,26674,2314,1394
2022-10-26,144579,152080,33207,18303,39113,29957,26494,3508,1471
2022-10-27,145947,141160,33024,2171,40976,30957,28530,3977,1486
2022-10-28,148280,144431,33094,2184,41126,33076,29218,4165,1538
2022-10-29,134656,131183,33266,9735,29005,27909,26279,3665,1292
2022-10-30,131413,133934,35987,7838,33282,24463,28258,2734,1337
2022-10-31,144689,144446,33002,14478,36771,27668,28564,2651,1278
2022-11-01,147404,138986,32959,7660,31469,33014,29213,3324,1311
2022-11-02,149361,141876,33163,14425,28992,32637,28333,3107,1197
2022-11-03,150390,142176,33061,10590,30518,33172,31104,2365,1347
2022-11-04,150317,161578,33033,28304,30433,33703,31556,2991,1525
2022-11-05,137199,156834,33289,43426,23403,31447,22084,1691,1461
2022-11-06,127812,149931,33315,41886,22984,26623,21810,1727,1560
2022-11-07,149603,144733,32949,9910,32669,34695,31094,1763,1609
2022-11-08,152084,137979,32981,1000,33691,34579,32009,1921,1775
2022-11-09,154419,147535,33294,6095,33719,35848,33754,3024,1770
2022-11-10,156397,156199,33180,10817,33666,35838,38297,2559,1809
2022-11-11,159852,164755,33287,18208,34394,36602,39343,1155,1738
2022-11-12,143110,145151,33347,8203,25253,36442,37137,2992,1732
2022-11-13,130729,124914,33346,7740,23757,20749,34648,3030,1609
2022-11-14,156576,144055,33047,2998,37069,30884,36907,1445,1665
2022-11-15,161500,148868,33302,3534,37715,33993,37267,1225,1798
2022-11-16,161911,153519,33215,10637,33911,35807,37020,1086,1813
2022-11-17,163146,162819,33139,18173,33503,36084,39234,829,1831
2022-11-18,163752,155847,32876,9796,33295,36521,40126,1370,1860
2022-11-19,162032,163127,33129,26567,27069,35735,36653,2018,1931
2022-11-20,138277,149683,33366,17774,25151,36059,35211,287,1808
2022-11-21,158561,163636,33074,23299,34260,36466,33948,738,1823
2022-11-22,163007,151469,33034,8285,34683,34986,35926,2664,1869
2022-11-23,164756,173916,33225,38220,35482,33350,31143,641,1823
2022-11-24,165296,152395,33174,7094,40336,36920,32380,617,1834
2022-11-25,163792,177812,33207,39247,41142,35836,24656,1796,1885
2022-11-26,154344,171059,33378,29740,40322,37608,26540,1614,1832
2022-11-27,139425,143528,33395,12736,36897,32006,25963,710,1785
2022-11-28,162435,168390,33067,23693,40651,38910,29186,1074,1787
2022-11-29,165926,183509,33134,37380,41418,38594,29935,1103,1916
2022-11-30,151281,168324,33396,39228,31960,36630,24573,658,1852
2022-12-01,150197,171350,33394,36712,34534,37398,26764,720,1808
2022-12-02,154045,153649,33400,14953,35084,40070,27840,472,1783
2022-12-03,149543,138484,33414,5639,28817,40369,27737,759,1717
2022-12-04,141332,156493,33427,25149,27216,40676,27373,856,1758
2022-12-05,167761,170326,33114,24765,35802,40774,33388,614,1842
2022-12-06,168832,161810,33280,17738,34230,38911,35145,482,1989
2022-12-07,170081,156302,33353,13085,36995,38274,31601,946,2013
2022-12-08,172086,148359,32930,1324,37876,40098,33379,666,2058
2022-12-09,168980,156967,33237,12062,36293,39502,33150,627,2049
2022-12-10,153566,155730,33375,17613,34969,36231,30336,1227,1962
2022-12-11,140135,154426,22727,40504,29051,30516,28761,1020,1820
2022-12-12,164812,158450,33159,23569,34229,32986,31238,1379,1891
2022-12-13,172110,165375,33419,18706,42885,33704,32370,2319,1950
2022-12-14,175732,153335,33211,23874,39554,26120,27959,825,1773
2022-12-15,172376,161525,33199,30310,43417,24876,26788,966,1932
2022-12-16,168832,161735,33270,24059,41914,32112,27600,845,1908
2022-12-17,153615,170619,33733,31692,40201,35539,26819,771,1831
2022-12-18,143765,157398,33902,18236,46705,31645,24179,947,1752
2022-12-19,169557,173129,33167,14901,56711,36299,28840,1659,1521
2022-12-20,171921,166721,33370,9400,53347,38047,29106,1986,1439
2022-12-21,172577,185123,33427,24763,56884,40590,26636,1340,1449
2022-12-22,170271,176926,33116,17137,57475,40246,26733,735,1455
2022-12-23,159810,160837,33370,4226,53929,39977,26643,1272,1405
2022-12-24,144905,162210,34006,16130,46218,36085,28199,566,984
2022-12-25,119348,150587,34045,25211,40388,20305,27457,2243,900
2022-12-26,123228,136733,33996,15990,40825,19086,24054,1942,818
2022-12-27,135900,157766,33987,29766,45069,21999,24113,1988,818
2022-12-28,145337,150732,33480,11137,49258,28259,25275,2461,826
2022-12-29,144926,150293,33329,23227,44441,21243,24564,2642,834
2022-12-30,142712,151330,33337,23152,45232,21077,25817,1853,825
2022-12-31,134784,139393,33761,9455,40651,29368,23061,2298,774
2023-01-01,113437,133901,33837,14991,28617,32725,20721,2262,740
2023-01-02,121539,146916,33821,10819,39671,37504,21688,2655,723
2023-01-03,142711,154622,33327,12567,46977,36209,22362,2373,777
2023-01-04,153935,157410,33254,17658,42630,38859,23113,800,1067
2023-01-05,157282,188309,33334,48434,38060,40612,25458,1333,1044
2023-01-06,147192,168620,33330,25320,44054,40397,21790,2548,1167
2023-01-07,138796,138270,33704,5100,36981,38002,21362,1916,1175
2023-01-08,134863,151499,33769,14093,37155,40962,22162,2199,1126
2023-01-09,161346,192780,33110,60823,35374,38431,22502,1048,1460
2023-01-10,167054,194855,33298,59194,35550,39782,24975,425,1605
2023-01-11,165761,185012,33253,54871,34841,35257,24503,659,1587
2023-01-12,167975,161982,33019,28460,41244,33220,24134,282,1591
2023-01-13,163109,141893,33195,1540,45021,33895,25685,956,1602
2023-01-14,153743,143906,33557,-186,40254,43503,24793,356,1626
2023-01-15,138057,145533,33621,6788,38176,41111,23043,1157,1630
2023-01-16,166630,194237,33167,44554,48056,41006,24720,1104,1604
2023-01-17,164665,190444,33635,43684,45532,39997,24471,1589,1505
2023-01-18,162835,195854,33829,50042,44574,38939,24781,2042,1606
2023-01-19,162088,194384,33605,51959,42768,37179,24975,2242,1631
2023-01-20,163121,199194,33703,48715,50241,39968,24217,647,1648
2023-01-21,149893,189763,33416,30397,62919,36829,22716,1890,1567
2023-01-22,136950,198578,32884,36947,68547,35522,22253,865,1524
2023-01-23,155611,189908,33146,17934,71295,40907,23692,1350,1555
2023-01-24,155557,192679,33533,15854,73163,43185,24075,1234,1622
2023-01-25,168120,185668,33222,15040,68176,41692,25344,648,1504
2023-01-26,171077,193282,32925,31173,62143,38907,25796,799,1526
2023-01-27,174557,222723,32988,57684,63295,43086,23882,188,1600
2023-01-28,159182,207246,33648,35276,67876,43497,25049,276,1604
2023-01-29,144630,200163,33686,32620,63688,43424,24520,611,1601
2023-01-30,163893,174163,33167,13428,58212,43143,23147,1444,1606
2023-01-31,171599,183168,33318,18122,59447,43204,25756,1642,1641
2023-02-01,168730,178353,33509,20120,55842,39447,25154,2627,1634
2023-02-02,167340,170749,33117,19144,51195,40134,23704,1833,1572
2023-02-03,168523,168463,33230,16861,51001,39277,23728,2752,1583
2023-02-04,158301,170170,33362,21699,48452,39879,23770,1348,1633
2023-02-05,148391,214487,33540,63844,51679,38578,23368,1870,1587
2023-02-06,173743,216714,33067,61968,52547,40697,24774,2068,1557
2023-02-07,175821,201767,33200,41836,54158,42016,25681,3223,1625
2023-02-08,176378,199530,33280,51778,46591,40194,22902,3078,1675
2023-02-09,175966,173134,33102,21378,49050,39766,23725,4513,1572
2023-02-10,175639,162313,33109,7609,48694,43215,23595,4566,1489
2023-02-11,161796,163500,33533,15122,44722,41151,23179,4188,1584
2023-02-12,148138,173130,33604,33755,38968,40664,22334,2274,1505
2023-02-13,168494,157871,32967,12354,41037,41074,24543,4325,1541
2023-02-14,170474,179127,33332,32786,41827,40569,25468,3594,1534
2023-02-15,167911,177025,32974,38071,36899,40037,22945,4536,1554
2023-02-16,167770,153982,34041,13414,36575,40902,22865,4627,1557
2023-02-17,166559,161182,33620,17532,40439,40820,23900,3289,1561
2023-02-18,148660,179641,33620,43310,37877,38196,23705,1430,1467
2023-02-19,132379,172006,33675,34956,37757,38262,22985,2936,1407
2023-02-20,156562,177201,33260,38898,37518,37470,24421,4195,1416
2023-02-21,158168,199077,33525,49327,47469,37395,25553,4375,1409
2023-02-22,155852,163173,33427,5393,53741,39391,25756,4175,1267
2023-02-23,159872,180568,33236,30451,50144,38938,23262,3295,1219
2023-02-24,161235,197552,33068,38746,58996,39437,24690,1413,1175
2023-02-25,147989,187637,33594,31603,55557,39226,24729,1729,1175
2023-02-26,136411,183666,33607,32549,52293,38389,23658,1975,1153
2023-02-27,162607,183505,33107,15370,65855,40459,25967,1532,1185
2023-02-28,167233,176747,33391,9339,63741,40462,27470,1206,1117
2023-03-01,164613,156233,33184,5421,62136,24405,27720,1947,1364
2023-03-02,163912,158021,32987,8843,63618,24043,24377,2771,1339
2023-03-03,162801,150696,33377,2802,62654,24134,24269,2126,1289
2023-03-04,144536,164268,33652,20342,58984,23401,22163,4283,1405
2023-03-05,134146,160193,33748,15690,59584,23354,22381,4057,1338
2023-03-06,157336,158228,33403,6551,63747,23490,25607,4113,1276
2023-03-07,159763,170008,33335,13894,66261,23521,27664,3833,1459
2023-03-08,155634,164237,33519,20999,56938,23073,24084,4121,1470
2023-03-09,156297,171406,33436,28115,58231,22835,24628,2675,1453
2023-03-10,152572,168689,33413,27913,58109,22339,21550,3852,1470
2023-03-11,143583,176914,33795,31368,61852,21764,23792,2833,1460
2023-03-12,129580,164378,33770,20856,59036,21908,22190,5153,1423
